Zipcode,2014
77520,37928.0
77521,53091.0
77530,30475.0
77532,28394.0
77536,31960.0
77547,9957.0
77562,10720.0
77571,36580.0
77586,22114.0
77587,17052.0
77598,24538.0
77002,11630.0
77003,10760.0
77004,34079.0
77005,26187.0
77006,21144.0
77007,31987.0
77008,31418.0
77009,39361.0
77010,724.0
77011,19136.0
77012,20991.0
77013,21176.0
77014,32008.0
77015,55635.0
77016,26558.0
77017,34204.0
77018,27020.0
77019,20350.0
77020,26777.0
77021,26036.0
77022,27500.0
77023,29102.0
77024,36791.0
77025,27413.0
77026,23325.0
77027,15510.0
77028,15076.0
77029,17812.0
77030,10664.0
77031,17711.0
77032,12788.0
77033,27254.0
77034,37925.0
77035,35989.0
77036,72950.0
77037,20934.0
77038,28082.0
77039,28711.0
77040,46898.0
77041,37168.0
77042,38335.0
77043,24883.0
77044,35696.0
77045,33820.0
77046,967.0
77047,23256.0
77048,16521.0
77049,30446.0
77050,4945.0
77051,15216.0
77054,22589.0
77055,44249.0
77056,17515.0
77057,40086.0
77058,16595.0
77059,18764.0
77060,43881.0
77061,25519.0
77062,25760.0
77063,36299.0
77064,46509.0
77065,38585.0
77066,32507.0
77067,31295.0
77068,10776.0
77069,16764.0
77070,48190.0
77071,27159.0
77072,59442.0
77073,41123.0
77074,36218.0
77075,41031.0
77076,34859.0
77077,53659.0
77078,15584.0
77079,31002.0
77080,47430.0
77081,44070.0
77082,52248.0
77083,73164.0
77084,101488.0
77085,16288.0
77086,28931.0
77087,37268.0
77088,53887.0
77089,51939.0
77090,34693.0
77091,23398.0
77092,35087.0
77093,42161.0
77094,8754.0
77095,69927.0
77096,36227.0
77098,13091.0
77099,46617.0
77201,0.0
77336,11699.0
77338,36257.0
77339,40683.0
77345,29292.0
77346,57329.0
77373,55485.0
77375,43088.0
77377,32199.0
77379,72742.0
77388,41866.0
77389,26174.0
77396,47623.0
77401,18130.0
77429,76437.0
77433,60324.0
77447,13186.0
77449,99450.0
77450,73269.0
77484,11370.0
77493,24577.0
77502,37570.0
77503,25348.0
77504,24369.0
77505,23427.0
77506,36225.0
77507,0.0
